source_file,category,item,location,severity
104_edwards_st___whole_home_inspection.pdf,Plumbing,Replace flex drain pipe with smooth-walled drain pipe,Master Bathroom,Minor
104_edwards_st___whole_home_inspection.pdf,Plumbing,Repair or replace S-trap drain configuration,Hallway Bathroom,Minor
104_edwards_st___whole_home_inspection.pdf,Plumbing,Correct improper pitch on bathroom sink trap arm,Master Bathroom,Minor
104_edwards_st___whole_home_inspection.pdf,Plumbing,Repair shower diverter deficiency preventing proper water flow,Hallway Bathroom,Minor
104_edwards_st___whole_home_inspection.pdf,Plumbing,Re-secure and reseal loose toilet to floor to prevent leakage and subfloor damage,Hallway Bathroom,Major
104_edwards_st___whole_home_inspection.pdf,Other,Locate dryer vent termination and repair or install proper termination,Laundry,Safety
104_edwards_st___whole_home_inspection.pdf,Plumbing,Insulate hot water pipes at water heater,Water Heater,Minor
104_edwards_st___whole_home_inspection.pdf,HVAC,Repair taped flue vent connections at water heater (tape not approved for flue connections),Water Heater,Safety
104_edwards_st___whole_home_inspection.pdf,HVAC,Seal dog house opening at package HVAC unit,General,Minor
104_edwards_st___whole_home_inspection.pdf,HVAC,Evaluate aged HVAC unit and replace as needed,General,Major
104_edwards_st___whole_home_inspection.pdf,HVAC,Evaluate and repair HVAC system for unsatisfactory cooling temperature differential,General,Major
104_edwards_st___whole_home_inspection.pdf,Electrical,Full electrical evaluation by licensed electrician recommended,General,Major
104_edwards_st___whole_home_inspection.pdf,Electrical,Install missing light globe in closet(s),Closet(s),Minor
104_edwards_st___whole_home_inspection.pdf,Electrical,Repair or replace GFCI outlet that is tripped and not resetting,General,Safety
104_edwards_st___whole_home_inspection.pdf,Electrical,Install smoke alarms in each bedroom (not present or past end of life),General,Safety
104_edwards_st___whole_home_inspection.pdf,Electrical,Install CO detectors at recommended locations,General,Safety
104_edwards_st___whole_home_inspection.pdf,Plumbing,Locate and identify main water shut-off valve,General,Major
104_edwards_st___whole_home_inspection.pdf,Plumbing,Sewer scope evaluation of drain and waste lines recommended,General,Major
104_hedgewood_ct___cl_100_inspection_photos.pdf,Exterior,Repair damage to overhang,"Exterior - Back, Back Right, Front at Garage, Front Right, Front Left, Back Left",Major
104_hedgewood_ct___cl_100_inspection_photos.pdf,Other,Treat and remediate scattered surface fungi,Crawlspace,Major
104_hedgewood_ct___cl_100_inspection_photos.pdf,Other,Repair inactive wood destroying fungi damage,Crawlspace - Back Middle,Major
104_hedgewood_ct___cl_100_inspection_photos.pdf,Foundation/Structural,Address elevated moisture readings,Crawlspace,Major
104_hedgewood_ct___cl_100_inspection_photos.pdf,Foundation/Structural,Remediate water intrusion indicated by water lines and efflorescence stains,Crawlspace,Major
104_hedgewood_ct___cl_100_inspection_photos.pdf,Insulation,Repair or re-secure sagging insulation,Crawlspace,Minor
104_hedgewood_ct___cl_100_inspection_photos.pdf,Other,Evaluate and address scraped termite tube,Garage,Safety
104_hedgewood_ct___cl_100_inspection_photos.pdf,Interior,Investigate and repair source of moisture stain,Garage,Major
105_woodbury_home_inspection.pdf,Exterior,Repair damaged concrete driveway,Driveway,Minor
105_woodbury_home_inspection.pdf,Windows/Doors,Adjust or repair binding exterior doors,Rear of Home and Carport,Minor
105_woodbury_home_inspection.pdf,Windows/Doors,Repair or replace non-functioning door lockset,Front Door,Major
105_woodbury_home_inspection.pdf,Exterior,Repair cracks in brick veneer,Around the Home,Major
105_woodbury_home_inspection.pdf,Exterior,"Recaulk around windows, doors, masonry ledges, corners, utility penetrations, and seams",Around the Home,Minor
105_woodbury_home_inspection.pdf,Exterior,Regrade soil to slope away from foundation with 6-inch drop in first 10 feet,Rear of Home,Major
105_woodbury_home_inspection.pdf,Roofing,Repair or replace heavily sealed flashing boots,Roof,Major
105_woodbury_home_inspection.pdf,Roofing,Sand and apply rust-inhibiting paint to rusted galvanized/cast plumbing stack vents,Roof,Minor
105_woodbury_home_inspection.pdf,Other,Schedule Level II chimney inspection,Chimney,Safety
105_woodbury_home_inspection.pdf,Roofing,Repair or replace cracked chimney crown and tuckpoint deteriorated brick mortar,Chimney,Major
105_woodbury_home_inspection.pdf,Exterior,Extend downspouts at least five feet away from foundation,General,Minor
105_woodbury_home_inspection.pdf,Interior,Repair gaps between sections of attic access ladder,Attic Access,Minor
105_woodbury_home_inspection.pdf,Roofing,Evaluate and repair indications of past or present roof leak,Attic - By Chimney,Major
105_woodbury_home_inspection.pdf,Foundation/Structural,Repair improper rafter connections or gaps at rafters and ridge beams,Attic,Major
105_woodbury_home_inspection.pdf,Insulation,Install additional insulation in sparse or missing areas,Attic,Minor
105_woodbury_home_inspection.pdf,Foundation/Structural,Evaluate and repair source of past or present moisture infiltration,Crawlspace,Major
105_woodbury_home_inspection.pdf,Foundation/Structural,Repair ventilation openings that are at or below grade to prevent water infiltration,Crawlspace - Rear of Home,Major
105_woodbury_home_inspection.pdf,Foundation/Structural,"Repair or replace torn, missing, or damaged crawlspace ventilation screens",Crawlspace - Around the Home,Minor
105_woodbury_home_inspection.pdf,Foundation/Structural,Repair moisture-stained and damaged floor framing and identify source of moisture,Crawlspace - Under Master Bathroom,Major
105_woodbury_home_inspection.pdf,Insulation,Install missing floor insulation in crawlspace,Crawlspace,Minor
105_woodbury_home_inspection.pdf,Appliances,Install anti-tip bracket on range,Kitchen,Safety
105_woodbury_home_inspection.pdf,Interior,Investigate and address patched or repaired ceiling areas,Living Room and Hallway Bathroom,Minor
105_woodbury_home_inspection.pdf,Interior,Repair moisture-damaged wall coverings and framing,Laundry Room,Major
105_woodbury_home_inspection.pdf,Interior,Repair heavily wobbling ceiling fan,Master Bedroom,Minor
105_woodbury_home_inspection.pdf,Interior,Confirm proper operation of gas fireplace pilot light and logs,Living Room,Safety
105_woodbury_home_inspection.pdf,Interior,Clean creosote build-up from firebox and flue,Fireplace,Safety
105_woodbury_home_inspection.pdf,Interior,Repair or replace non-functioning flue damper door,Fireplace,Safety
105_woodbury_home_inspection.pdf,Interior,Install damper clamp to keep damper open during gas log operation,Fireplace,Safety
105_woodbury_home_inspection.pdf,Plumbing,Replace flex drain pipes with smooth-walled drain pipes,Both Bathrooms,Minor
105_woodbury_home_inspection.pdf,Plumbing,Repair or replace rusted and corroded plumbing drain pipes,Hallway Bathroom,Major
105_woodbury_home_inspection.pdf,Plumbing,Correct reversed hot and cold water supplies,Master Bathroom Shower,Minor
105_woodbury_home_inspection.pdf,Plumbing,Repair weak water flow from shower,Master Bathroom,Minor
105_woodbury_home_inspection.pdf,Interior,Reroute bathroom exhaust fan(s) to properly terminate to exterior,Bathroom,Major
105_woodbury_home_inspection.pdf,Other,Clean lint build-up from dryer vent duct,Laundry Room,Safety
105_woodbury_home_inspection.pdf,Plumbing,Install TPR valve discharge pipe on water heater,Water Heater,Safety
105_woodbury_home_inspection.pdf,HVAC,Repair improper slope and rusted flue vent,HVAC Flue Vent,Safety
105_woodbury_home_inspection.pdf,HVAC,Install clean-out on condensate drain pipe,HVAC,Minor
105_woodbury_home_inspection.pdf,Electrical,Replace non-manufacturer-approved breakers in electrical panel,Main Service Panel,Safety
105_woodbury_home_inspection.pdf,Electrical,Isolate neutral conductors sharing terminals with grounds on terminal bars,Main Service Panel,Safety
105_woodbury_home_inspection.pdf,Electrical,Bond gas pipes with #6 solid copper wire to neutral terminal bar,General,Safety
105_woodbury_home_inspection.pdf,Electrical,Install cover(s) on junction box(es) missing covers,Crawlspace,Safety
105_woodbury_home_inspection.pdf,Electrical,Move wiring connections made outside of electrical boxes into proper boxes,Crawlspace,Safety
105_woodbury_home_inspection.pdf,Electrical,Install covers or globes on bare bulb closet light fixtures,Throughout the Home - Closets,Safety
105_woodbury_home_inspection.pdf,Electrical,Install GFCI protection on receptacle(s) in exterior utility closet,Exterior Utility Closet,Safety
105_woodbury_home_inspection.pdf,Electrical,Install AFCI protection on circuits in renovated areas,General,Safety
105_woodbury_home_inspection.pdf,Electrical,Install smoke alarms at all required locations,Hallway,Safety
105_woodbury_home_inspection.pdf,Plumbing,Repair drop in water flow when multiple fixtures run simultaneously,Hallway Bathroom,Minor
105_woodbury_home_inspection.pdf,Plumbing,Install sediment trap on gas pipe supplying furnace,Furnace,Minor
105_woodbury_home_inspection.pdf,Plumbing,Install bushing or hard pipe at furnace enclosure knockout where CSST gas piping enters,Furnace,Safety
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Seal gap(s) in siding to prevent moisture penetration,Left Side Entry,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Paint exterior wood trim with proper preparation,Rear Entry,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Windows/Doors,Adjust or trim front entry door to allow proper operation,Front Entry,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Windows/Doors,Adjust deadbolt and catch plate to allow proper closure,Side Entry Door,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Windows/Doors,Secure loose door knob,Side Entry Door,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Repair or replace damaged/bent window screen frames,Right Side,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Pressure wash deck and apply wood preservative,Deck,Cosmetic
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Secure raised deck nails to prevent injury,Left Side Entry Deck,Safety
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Replace wood rot deck boards,Deck,Major
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Install riser boards on deck stairs to prevent tripping,Deck Stairs,Safety
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Patch cracks in driveway to prevent expansion,Driveway,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Trim vegetation in direct contact with home for moisture and insect control,Right Side,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Exterior,Remove vines growing against home siding,General,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Roofing,Seal exposed nail heads on roof shingles to prevent water penetration,Front Middle Roof,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Roofing,Clean gutters and downspouts of leaves and debris,General,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Install support strapping on sagging water pipes,Crawlspace Front,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Replace missing face trim on laundry room washer box,Laundry Room,Cosmetic
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Extend TPRV discharge pipe to exterior pointed downward to within 6 inches of ground,Crawlspace,Safety
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Seal gap between downspout and bathtub surround,Hall Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Repair active leak under bathroom sink and evaluate for moisture damage,Hall Bathroom,Major
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Seal gap between bathtub/shower and floor to prevent water penetration,Hall Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Replace/install Teflon tape on showerhead arm threads to eliminate leak,Hall Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Secure loose showerhead arm at wall connection,Hall Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Replace accordion style drain pipe under sink with standard PVC drain pipe,Master Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Replace/install Teflon tape on showerhead arm threads to eliminate leak,Master Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Seal gaps in shower corners to prevent water penetration,Master Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Plumbing,Fill gaps in tile grout to prevent water intrusion,Master Bathroom,Minor
107_ackley_rd___advantage_residential_inspection.pdf,Electrical,Evaluate and upgrade old fuse panel to circuit breaker panel,Attic,Major
107_ackley_rd___advantage_residential_inspection.pdf,Electrical,Install GFCI receptacles in bathrooms where not present,Hall Bathroom,Safety
